Content,Rate
"A éviter.  Racolage sur le trottoir,serveur peu sérieux,incapable de renseigner. Réponses vagues,floues et parfois fausses. Plats à la qualité douteuse.( Chocolat liégeois dont la glace arrive fondue,servi sans cuillère, avec une paille seulement et baignant dans du lait...). Un stage d'1semaine minimum pour toute l'équipe...",1
"Aucun respect des clients : une attente interminable, des plats froids au goût douteux, le personnel fumant dans l'établissement, erreur sur la facture... Je ne parle pas de la propreté... En bref une arnaque pour touristes : désastreux!!!",1
"Quelle catastrophe !! Un serveur visiblement au bord de l'ennui, des plats qui respirent le réchauffé, des infos impossibles d'obtenir - sur les desserts entra autres, des boissons tièdes, ah oui, une chose excellente, le pain frais ce jour-là. Pour le reste évitez et  trouvez-vous...",2
Belle et historique terrasse sur laquelle nous avons déjeuné le 27 août 2014 lors d'une journée aux Rencontres de la Photographie. Le reste a été dramatique. Même la tomate/mozza prise en entrée était immangeable. Peu de viande autour du nerf et du gras. Frittes surgelées...,1
"On se demande comment on peut faire une telle cuisine qui va bien sûr avec un service très moyen ! Les plats du jour sont à éviter frites allumettes surgelées, les gambas ils les confondent avec des crevettes, les boules de glace servies dans de...",1
Le plus mauvais restaurant de la place du Forum qui en comporte beaucoup ! Attente interminable pour que le serveur vous apporte la carte puis des plats de qualité très moyenne. Les serveurs ne sont pas faits pour ce métier et on se demande ce...,1
"Accueil pitoyable , je-m’en-foutiste, alors qu'il se permettre de racoler sur le trottoir la clientèle, il propose une nourriture dégueulasse et surtout dangereuse. Lorsqu'on leur fait remarquer que la nourriture n'est pas cuite , il ne s'excuse pas et dise simplement qu'ils vont la refaire...",1
Trop d'attente alors qu'il n'y a personnes. Qualité des produits médiocre par rapport aux prix coûteux ... Serveurs pas assez explicite .... Déçu.,2
Très très déçu.  Attente 45 pour une salade bière chaude pas de couverts pas de pain. Serveurs et responsable complètement à côté de la plaque. Pas un grain de professionnalisme. Vraiment pour une brasserie avec cette histoire. Vraiment à éviter.,1
Visite juste pour un verre... Heureusement! 4 serveurs affales dans un sofa soufflant des poids chaque fois qu un client se presente ca fait tache... Passons sur les consommations banales qui ne permettront pas de juger. Par contre la suite est a la hauteur de...,1
Son classement est même trop élevé. Il devrait être hors classement tellement rien ne va. Son seul attrait est d'être sur une place attrayante.,1
ne pas aller dans ce restaurant prix prohibitif qualité zéro arnaque a touriste  personnel qui se moque du client  ps fausse paella,1
"Quelle dommage que nous n'ayons pas consulté trip advidor avant ! Serveuse adorable, la pauvre est obligée de servir un assemblage d'ingrédients surgelés ou en conserve, sans goût et à des tarifs prohibitifs. Fuyez !!!!",1
" de plats du jour à 12h30, une paella (dégueulasse) afficher à 14,50€ facturé 16,50€, un supplément sirop de fraise dans un demi 3,50€ (chère les 2cl de sirop de chez carrefour), le coca de ma femme est arrivé déjà servi, plus de bulles, un...",1
"Le cadre du restaurant est très sympa, la serveuse ""espagnole"" Très accueillante et très sympa.Mais nous avons été trés déçu par le repas en lui meme et la qualité des produits. Viande très grasse et tout est quasi surgelé. Avons fait d'autres restaurants pour moins...",2
"Nous avons suivi des amis dans ce café idéalement situé  Méfiants , nous avons regardé ensuite les commentaires désastreux sur Tripadvisor Trop tard , il était inconvenant de rebrousser chemin ! Après 3 salades Van Gogh , 1 assiette d'encornés à la plancha et 1...",3
"Cela commence par un racolage en terrasse, suivi d'une bière chaude (sauf l'unique pression qu'ils proposent), le prix doublé par rapport au bar voisin, la cuisson de la viande à la discression du chef, le faux-filet aux nerfs et au gras avec une sauce roquefort...",1
Nous avons juste voulu prendre 2 perriers. Nous avons eu de l'eau peu petillante et au verre....je fais la remarque au serveur que c'est n'est pas du perrier et il me sort la grande bouteille de perrier....arnaqueurs et pas professionnel!!! Et bien sur 7 euros...,1
"Sodas servis au verre, vin blanc servi chaud, paella même pas au niveau d'un surgelé de chez Marie... On est partis avant le dessert, afin de limiter les dégâts. J'irai voir les avis avant le choix du restaurant la prochaine fois, cela évitera d'être attiré...",1
"Serveur désagréable, 1er coca chaud 2ème coca chaud et sans gaz, idem pour le reste des boissons, piège à touriste !!! Nous n'avons même pas fini nos plats, je vous conseil le resto 2 mètres à côtés "" le tambourin """,1
"Je ne comprends pas pourquoi tous les commentaires sont négatifs. Le personnel est sympa et les plats variés ! L'ambiance sur la terrasse était joyeuse (Coupe du Monde oblige ?). Certes, les prix ne sont pas très bas mais ce n'est pas du vol  !...",4
"1h30 d'attente pour nous dire qu'il y a rupture sur nos. 2 plats  3€50 pour un costière de Nîmes dégueulasse,  Heureusement le serveur est super sympa",1
"Un très mauvais restaurant avec des plats pas assez cuits, pas frais du tout (surgelés). Résultats, on a été malade avec mon épouse. C'est simplement un attrape-touristes! A éviter fortement!!!",1
Prix excessif service nul bouffe nulle. A éviter impérativement. Les patrons n en ont rien a faire des clients du moment que le client paye,1
"Très joli restaurant mais plats congelés et réchauffés, j avais commandé un Perrier, on m'a servi un verre sans la bouteille, il n'y avait presque plus de bulles. Par contre la note elle est très élevée",1
"Dans la découverte d'Arles, petite pose place du Forum: un café (sans petit chocolat ou autre), un thé (pas de couvercle sur la théière) et un perrier menthe. Le tout pour 9 euros. A déconseiller vivement.",1
"De loin : décor attrayant (""belles"" bougies, ""bel"" intérieur, ""beaux"" fauteuils), nom ""Van Gogh"" donc forcément attractif. Devant : sourires, attirent avec un apéro gratuit (kir) ainsi que des jeunes serveuses (rappelle fortement le racolage,  le sous-patron assis occupé à jouer à un jeu sur...",1
Je vous déconseille cet établissement... le grand Vincent ne devrait plus figurer sur la façade !! ils se servent de l histoire de ce restaurant pour vous attirer dans leur toile...qui est de très loin de la qualité de celle de Vincent Van Gogh !!...,2
"Venu boire un coup en famille, s'entendre dire, on n as pas de cartes pour les boissons, pourquoi faire ? on à 3 sortes de jus de fruits!!!!,  ( orange, ananas et pomme), on a plus de pailles... ( pratique pour les enfants), au toilettes...",1
Je ne sais pas ou commencer tellement c'etait DEGEULASSE. Une honte. Il est difficile de payer l'addition apres un tel repas. Ne parlons pas de l'hygiene.  un attrape touriste!!!!,1
"Plat du jour hors de prix (22€ pour un plat de seiches surgelées), le prix n'étant d'ailleurs indiqué nulle part ! Les prix pratiqués sur le reste de la place étant de l'ordre de 14€... L'emplacement mythique ne rattrape rien. Attrape touristes à fuir.",1
"Personnels peu accueillants et insolents.Repas de mauvais qualité avec soit disant des produits frais. Un véritable attrape touristes, ils n annoncent pas qu ils ne prennent ni carte bleue.ni chèque et quand on le leur faut remarquer nous répondent:""Si vous n etes pas contents c'est...",1
"Restaurant de m****!! Nourriture plus que moyenne, accueil froid, désobligeant et impersonelle!!! Ne prennent pas la carte bleue mais ne previennent qu'à la fin du repas sinon ce n'est pas marrant!!!  Donne une mauvaise image de la restauration française aux touristes étrangers!!",1
"Un seul mot: à EVITER Dommage car l'endroit est agréable sur la terrasse au bord de la place. Vous prenez des risques avec la cuisine servie. Si vous insistez, prévoyez des espèces pour payer car le terminal CB est en panne.",1
"Le personnel n'a pas d'effort à faire pour que le client s'arrête, dommage... Le lieu est étonnant et mériterait sans aucun doute un meilleur traitement.",1
"Prendre un verre et encore ! Attrape touristes à tout va ! entre les demoiselles qui vous racolent au passage et le reste, l'endroit est beau, mythique mais rien d'autre. Déjà fermé pour hygiène il y a qq années, les choses ne semblent pas s'être...",1
"Si vous n'avez pas envie de vous intoxiquer : passez votre chemin !!! Même pour boire un verre, les prix pratiques font peur pour une eau minérale gazeuse servie même pas en bouteille mais directement dans le verre...",1
A éviter !!!!!!!! Prendre un verre a la rigueur mais surtout ne rien manger dans cet établissement problèmes d'hygiène !!!!!!!Seul les photos sont autorisées !!!!!!!!,1
"De passage à Arles cet été avec des clients, nous décidons de déjeuner dans ce lieu connu pour avoir été peint par Van Gogh.  Quelle erreur de ma part, l'attente est très longue, nous avons demandé au serveur deux bouteilles d'eau qui ne sont jamais...",1
"accueil déplorable, une patronne qui semble plus être une matrone d un bouge assise a son tiroir caisse CB en panne, petit panneau en carton indiquant cela salade niçoise qui n en est pas une, tomate avec encore coeur, haricots verts pas cuits, entrecôte minuscule...",1
"Attente longue... La déco est plutôt jolie si on t regarde pas de trop près... La nourriture est moyenne, qualité cafétéria de super de super marché pour le prix d'un restau! Donc cher! 2,5€le café robustat ça pique un peu! À éviter",1
"Slalomer entre les tables et chaises toutes resserrées quand on a des formes ce n'est pas de tout repos, mais alors ne pas pouvoir rentrer son postérieur dans les chaises (du fait des accoudoirs) c'est un comble !!!  Attention à ne pas être trop étoffé...",1
"on est venu pour l'histoire, on a finalement compris pourquoi a midi, on etait la seule table a servir. le repas est terrible! la tarte aux pommes est gelee.",1
"Le pire resto d'Arles. Les cuisines sont d'une saleté incroyable, ce resto a été fermé plusieurs fois  suite à des contrôles d'hygiène. Mais toujours rouvert, ce qui entretient la rumeur qui voudrait qu'il soit géré par le milieu marseillais. Aucun Arlésien n'y met les pieds,...",1
repas sans intérêt carte bleue en panne indiquée sur un bout de carton invisible à 20cm du sol  refus de prendre ticket restaurant pour la totalité donc obligation de payer en liquide. Pourquoi?? soi disant absence de responsable nul de chez nul,1
"Commençons par les points positifs : le resta....pardon le café (ce à quoi il devrait se cantonner) est bien situé, l'eau du robinet est bonne, il y a des parasols en terrasse ( je cherche des points +). Pour le reste, soyons franc, c'est un...",1
